TransactionID,CustomerID,TransactionDate,ProductID,Quantity,UnitPrice,TotalPrice,,,,
TRX50013_1,CUST1266,9/9/2023,Prod_111,2,326.57,653.14,,,,
TRX50013_2,CUST1266,9/9/2023,Prod_107,1,228.59,228.59,,,,
TRX50014_0,CUST1442,8/14/2022,Prod_114,2,96.14,192.28,,,,
TRX50014_1,CUST1442,8/14/2022,Prod_104,2,180.12,360.24,,,,
TRX50014_2,CUST1442,8/14/2022,Prod_104,1,291.49,291.49,,,,
TRX50014_3,CUST1442,8/14/2022,Prod_112,1,35.13,35.13,,,,
TRX50015_0,CUST1300,8/12/2022,Prod_118,2,49.91,99.82,,,,
TRX50015_1,CUST1300,8/12/2022,Prod_107,2,47.7,95.4,,,,
TRX50015_2,CUST1300,8/12/2022,Prod_112,1,62.91,62.91,,,,
TRX50015_3,CUST1300,8/12/2022,Prod_118,1,16.79,16.79,,,,
TRX50015_4,CUST1300,8/12/2022,Prod_115,1,30.93,30.93,,,,
TRX50016_0,CUST1044,12/11/2022,Prod_109,3,255.01,765.03,,,,
TRX50016_1,CUST1044,12/11/2022,Prod_106,1,316.72,316.72,,,,
TRX50016_2,CUST1044,12/11/2022,Prod_118,3,298.04,894.12,,,,
TRX50016_3,CUST1044,12/11/2022,Prod_109,3,95.43,286.29,,,,
TRX50016_4,CUST1044,12/11/2022,Prod_106,3,18.24,54.72,,,,
TRX50017_0,CUST1257,12/19/2023,Prod_111,3,8.68,26.04,,,,
TRX50017_1,CUST1257,12/19/2023,Prod_112,2,13.39,26.78,,,,
TRX50017_2,CUST1257,12/19/2023,Prod_108,1,5.95,5.95,,,,
TRX50017_3,CUST1257,12/19/2023,Prod_101,1,29.41,29.41,,,,
TRX50017_4,CUST1257,12/19/2023,Prod_105,3,28.74,86.22,,,,
TRX50018_0,CUST1073,8/21/2022,Prod_114,2,192.76,385.52,,,,
TRX50018_1,CUST1073,8/21/2022,Prod_103,2,239.04,478.08,,,,
TRX50019_0,CUST1191,1/17/2022,Prod_116,2,129.47,258.94,,,,
TRX50019_1,CUST1191,1/17/2022,Prod_117,2,256.57,513.14,,,,
TRX50019_2,CUST1191,1/17/2022,Prod_114,1,122.68,122.68,,,,
TRX50019_3,CUST1191,1/17/2022,Prod_102,1,107.34,107.34,,,,
TRX50020_0,CUST1028,2/2/2022,Prod_110,2,2.73,5.46,,,,
TRX50020_1,CUST1028,2/2/2022,Prod_101,2,26.55,53.1,,,,
TRX50020_2,CUST1028,2/2/2022,Prod_103,1,7.89,7.89,,,,
TRX50021_0,CUST1488,2/8/2022,Prod_110,2,193.01,386.02,,,,
TRX50021_1,CUST1488,2/8/2022,Prod_119,2,43.02,86.04,,,,
TRX50021_2,CUST1488,2/8/2022,Prod_102,1,237.53,237.53,,,,
TRX50021_3,CUST1488,2/8/2022,Prod_114,1,161.61,161.61,,,,
TRX50021_4,CUST1488,2/8/2022,Prod_105,3,76.42,229.26,,,,
TRX50022_0,CUST1386,5/22/2023,Prod_105,3,51.92,155.76,,,,
TRX50023_0,CUST1162,6/8/2023,Prod_114,3,371.28,1113.84,,,,
TRX50023_1,CUST1162,6/8/2023,Prod_113,1,335.07,335.07,,,,
TRX50024_0,CUST1308,6/4/2023,Prod_113,2,33.4,66.8,,,,
TRX50024_1,CUST1308,6/4/2023,Prod_102,1,7.55,7.55,,,,
TRX50024_2,CUST1308,6/4/2023,Prod_102,2,21.13,42.26,,,,
TRX50025_0,CUST1221,7/25/2022,Prod_111,1,39.01,39.01,,,,
TRX50026_0,CUST1443,12/27/2023,Prod_101,3,264.06,792.18,,,,
TRX50026_1,CUST1443,12/27/2023,Prod_116,1,31.85,31.85,,,,
TRX50026_2,CUST1443,12/27/2023,Prod_117,2,261.6,523.2,,,,
TRX50026_3,CUST1443,12/27/2023,Prod_105,3,190.37,571.11,,,,
TRX50026_4,CUST1443,12/27/2023,Prod_100,2,244.57,489.14,,,,
TRX50027_0,CUST1266,8/2/2022,Prod_108,1,58.87,58.87,,,,
TRX50027_1,CUST1266,8/2/2022,Prod_113,3,208.91,626.73,,,,
TRX50027_2,CUST1266,8/2/2022,Prod_119,1,231.92,231.92,,,,
TRX50028_0,CUST1415,8/30/2022,Prod_100,2,58.74,117.48,,,,
TRX50028_1,CUST1415,8/30/2022,Prod_108,1,13.53,13.53,,,,
TRX50028_2,CUST1415,8/30/2022,Prod_112,2,44.99,89.98,,,,
TRX50028_3,CUST1415,8/30/2022,Prod_101,2,62.07,124.14,,,,
TRX50029_0,CUST1173,5/2/2022,Prod_114,2,23.29,46.58,,,,
TRX50029_1,CUST1173,5/2/2022,Prod_111,1,249.31,249.31,,,,
TRX50030_0,CUST1316,9/27/2023,Prod_105,1,21.31,21.31,,,,
TRX50031_0,CUST1415,7/7/2023,Prod_111,2,67.85,135.7,,,,
TRX50031_1,CUST1415,7/7/2023,Prod_119,2,66.54,133.08,,,,
TRX50032_0,CUST1382,1/7/2022,Prod_119,2,27.06,54.12,,,,
TRX50032_1,CUST1382,1/7/2022,Prod_102,3,18.01,54.03,,,,
TRX50032_2,CUST1382,1/7/2022,Prod_109,2,4.18,8.36,,,,
TRX50033_0,CUST1011,3/28/2022,Prod_112,1,115.06,115.06,,,,
TRX50033_1,CUST1011,3/28/2022,Prod_118,3,65.07,195.21,,,,
TRX50033_2,CUST1011,3/28/2022,Prod_112,1,104.84,104.84,,,,
TRX50033_3,CUST1011,3/28/2022,Prod_118,2,9.15,18.3,,,,
TRX50034_0,CUST1210,10/24/2023,Prod_108,3,214.23,642.69,,,,
TRX50034_1,CUST1210,10/24/2023,Prod_109,3,223.35,670.05,,,,
TRX50034_2,CUST1210,10/24/2023,Prod_114,1,272.18,272.18,,,,
TRX50034_3,CUST1210,10/24/2023,Prod_116,2,308.85,617.7,,,,
TRX50034_4,CUST1210,10/24/2023,Prod_119,1,121.47,121.47,,,,
TRX50035_0,CUST1363,1/17/2023,Prod_117,1,39.36,39.36,,,,
TRX50035_1,CUST1363,1/17/2023,Prod_108,2,54.03,108.06,,,,
TRX50035_2,CUST1363,1/17/2023,Prod_103,2,45.17,90.34,,,,
TRX50035_3,CUST1363,1/17/2023,Prod_103,2,49.15,98.3,,,,
TRX50036_0,CUST1242,1/6/2023,Prod_111,3,155.35,466.05,,,,
TRX50036_1,CUST1242,1/6/2023,Prod_107,1,180.67,180.67,,,,
TRX50037_0,CUST1354,6/4/2023,Prod_115,2,25.77,51.54,,,,
TRX50037_1,CUST1354,6/4/2023,Prod_111,2,113.59,227.18,,,,
TRX50037_2,CUST1354,6/4/2023,Prod_104,1,13.51,13.51,,,,
TRX50037_3,CUST1354,6/4/2023,Prod_108,2,16.64,33.28,,,,
TRX50038_0,CUST1380,9/15/2023,Prod_119,2,10.91,21.82,,,,
TRX50039_0,CUST1144,1/28/2022,Prod_102,1,7.55,7.55,,,,
TRX50039_1,CUST1144,1/28/2022,Prod_100,1,35.47,35.47,,,,
TRX50040_0,CUST1286,1/30/2023,Prod_102,2,36.06,72.12,,,,
TRX50040_1,CUST1286,1/30/2023,Prod_109,1,63.18,63.18,,,,
TRX50041_0,CUST1349,12/27/2022,Prod_104,3,74.82,224.46,,,,
TRX50042_0,CUST1312,7/30/2023,Prod_110,1,99.14,99.14,,,,
TRX50042_1,CUST1312,7/30/2023,Prod_111,1,202.09,202.09,,,,
TRX50042_2,CUST1312,7/30/2023,Prod_111,3,223.03,669.09,,,,
TRX50042_3,CUST1312,7/30/2023,Prod_111,3,39.85,119.55,,,,
TRX50043_0,CUST1369,11/30/2022,Prod_108,3,50.38,151.14,,,,
TRX50043_1,CUST1369,11/30/2022,Prod_100,3,49.23,147.69,,,,
TRX50044_0,CUST1484,2/28/2022,Prod_100,1,142.42,142.42,,,,
TRX50044_1,CUST1484,2/28/2022,Prod_111,2,100.56,201.12,,,,
TRX50044_2,CUST1484,2/28/2022,Prod_117,3,12.87,38.61,,,,
TRX50044_3,CUST1484,2/28/2022,Prod_101,1,154.59,154.59,,,,
TRX50044_4,CUST1484,2/28/2022,Prod_106,3,68.57,205.71,,,,
TRX50045_0,CUST1426,6/27/2022,Prod_105,3,7.83,23.49,,,,
TRX50045_1,CUST1426,6/27/2022,Prod_112,2,24.12,48.24,,,,
TRX50045_2,CUST1426,6/27/2022,Prod_107,2,22.84,45.68,,,,
TRX50045_3,CUST1426,6/27/2022,Prod_107,1,47.05,47.05,,,,
TRX50046_0,CUST1004,5/10/2023,Prod_100,3,243.38,730.14,,,,
TRX50046_1,CUST1004,5/10/2023,Prod_110,2,16.56,33.12,,,,
TRX50047_0,CUST1465,5/25/2022,Prod_107,3,43.2,129.6,,,,
TRX50047_1,CUST1465,5/25/2022,Prod_111,3,68.17,204.51,,,,
TRX50048_0,CUST1301,1/1/2022,Prod_115,2,37.01,74.02,,,,
TRX50048_1,CUST1301,1/1/2022,Prod_104,1,13.2,13.2,,,,
TRX50048_2,CUST1301,1/1/2022,Prod_101,2,54.51,109.02,,,,
TRX50049_0,CUST1062,8/8/2023,Prod_108,1,93.52,93.52,,,,
TRX50050_0,CUST1072,8/12/2023,Prod_110,2,55.65,111.3,,,,
TRX50051_0,CUST1493,10/6/2023,Prod_105,2,218,436,,,,
TRX50051_1,CUST1493,10/6/2023,Prod_108,3,130.6,391.8,,,,
TRX50051_2,CUST1493,10/6/2023,Prod_110,1,46.24,46.24,,,,
TRX50052_0,CUST1309,3/31/2023,Prod_114,1,129.94,129.94,,,,
TRX50053_0,CUST1198,5/23/2022,Prod_118,1,164.88,164.88,,,,
TRX50053_1,CUST1198,5/23/2022,Prod_116,1,163.47,163.47,,,,
TRX50053_2,CUST1198,5/23/2022,Prod_105,2,210.39,420.78,,,,
TRX50053_3,CUST1198,5/23/2022,Prod_107,2,228.64,457.28,,,,
TRX50053_4,CUST1198,5/23/2022,Prod_101,2,181.9,363.8,,,,
TRX50054_0,CUST1084,11/24/2022,Prod_105,1,29.21,29.21,,,,
TRX50054_1,CUST1084,11/24/2022,Prod_111,1,15.22,15.22,,,,
TRX50055_0,CUST1292,10/27/2022,Prod_114,3,202.46,607.38,,,,
TRX50055_1,CUST1292,10/27/2022,Prod_105,2,190.88,381.76,,,,
TRX50055_2,CUST1292,10/27/2022,Prod_110,1,216.71,216.71,,,,
TRX50055_3,CUST1292,10/27/2022,Prod_110,3,235.11,705.33,,,,
TRX50056_0,CUST1116,5/4/2022,Prod_103,3,98.34,295.02,,,,
TRX50057_0,CUST1323,5/21/2022,Prod_101,2,125.63,251.26,,,,
TRX50057_1,CUST1323,5/21/2022,Prod_115,1,78.74,78.74,,,,
TRX50057_2,CUST1323,5/21/2022,Prod_114,3,147.8,443.4,,,,
TRX50058_0,CUST1105,2/24/2023,Prod_101,1,223.47,223.47,,,,
TRX50058_1,CUST1105,2/24/2023,Prod_110,3,159.29,477.87,,,,
TRX50059_0,CUST1073,2/8/2022,Prod_106,3,38.13,114.39,,,,
TRX50059_1,CUST1073,2/8/2022,Prod_109,1,73.91,73.91,,,,
TRX50059_2,CUST1073,2/8/2022,Prod_103,2,205.26,410.52,,,,
TRX50059_3,CUST1073,2/8/2022,Prod_100,1,163.94,163.94,,,,
TRX50059_4,CUST1073,2/8/2022,Prod_112,3,165.09,495.27,,,,
TRX50060_0,CUST1276,12/27/2023,Prod_108,2,57.76,115.52,,,,
TRX50060_1,CUST1276,12/27/2023,Prod_109,2,90.22,180.44,,,,
TRX50060_2,CUST1276,12/27/2023,Prod_109,1,63.18,63.18,,,,
TRX50060_3,CUST1276,12/27/2023,Prod_104,2,171.23,342.46,,,,
TRX50061_0,CUST1099,3/1/2022,Prod_117,3,229.49,688.47,,,,
TRX50061_1,CUST1099,3/1/2022,Prod_100,3,216.85,650.55,,,,
TRX50062_0,CUST1174,7/15/2023,Prod_111,2,81.05,162.1,,,,
TRX50062_1,CUST1174,7/15/2023,Prod_116,2,11.76,23.52,,,,
TRX50062_2,CUST1174,7/15/2023,Prod_114,3,101.75,305.25,,,,
TRX50063_0,CUST1159,6/7/2023,Prod_108,2,51.67,103.34,,,,
TRX50063_1,CUST1159,6/7/2023,Prod_101,3,49.03,147.09,,,,
TRX50064_0,CUST1145,7/8/2023,Prod_106,1,22.36,22.36,,,,
TRX50064_1,CUST1145,7/8/2023,Prod_106,2,4.7,9.4,,,,
TRX50064_2,CUST1145,7/8/2023,Prod_105,2,28.75,57.5,,,,
TRX50064_3,CUST1145,7/8/2023,Prod_112,2,9.53,19.06,,,,
TRX50064_4,CUST1145,7/8/2023,Prod_104,1,19.46,19.46,,,,
TRX50065_0,CUST1072,10/10/2023,Prod_105,1,81.6,81.6,,,,
TRX50066_0,CUST1268,7/15/2023,Prod_101,1,39.92,39.92,,,,
TRX50066_1,CUST1268,7/15/2023,Prod_107,2,210.24,420.48,,,,
TRX50066_2,CUST1268,7/15/2023,Prod_102,2,92.33,184.66,,,,
TRX50066_3,CUST1268,7/15/2023,Prod_102,2,235.21,470.42,,,,
TRX50067_0,CUST1214,6/21/2022,Prod_105,1,152.69,152.69,,,,
TRX50067_1,CUST1214,6/21/2022,Prod_119,2,89.58,179.16,,,,
TRX50068_0,CUST1035,3/29/2023,Prod_114,1,66.44,66.44,,,,
TRX50068_1,CUST1035,3/29/2023,Prod_109,2,141.54,283.08,,,,
TRX50068_2,CUST1035,3/29/2023,Prod_115,1,105.26,105.26,,,,
TRX50068_3,CUST1035,3/29/2023,Prod_107,3,291.77,875.31,,,,
TRX50068_4,CUST1035,3/29/2023,Prod_112,3,134.58,403.74,,,,
TRX50069_0,CUST1103,9/22/2023,Prod_119,1,49.77,49.77,,,,
TRX50069_1,CUST1103,9/22/2023,Prod_119,2,17.23,34.46,,,,
TRX50069_2,CUST1103,9/22/2023,Prod_107,3,51.03,153.09,,,,
TRX50069_3,CUST1103,9/22/2023,Prod_115,2,11.79,23.58,,,,
TRX50069_4,CUST1103,9/22/2023,Prod_113,1,15.58,15.58,,,,
TRX50070_0,CUST1236,8/1/2023,Prod_101,3,10.09,30.27,,,,
TRX50071_0,CUST1448,6/29/2022,Prod_103,2,70.94,141.88,,,,
TRX50071_1,CUST1448,6/29/2022,Prod_102,2,68.6,137.2,,,,
TRX50072_0,CUST1341,11/12/2022,Prod_119,2,44.69,89.38,,,,
TRX50072_1,CUST1341,11/12/2022,Prod_116,2,47.8,95.6,,,,
TRX50072_2,CUST1341,11/12/2022,Prod_112,3,58.66,175.98,,,,
TRX50072_3,CUST1341,11/12/2022,Prod_109,2,62.46,124.92,,,,
TRX50072_4,CUST1341,11/12/2022,Prod_102,3,28.83,86.49,,,,
TRX50073_0,CUST1072,2/3/2023,Prod_102,2,25.15,50.3,,,,
TRX50073_1,CUST1072,2/3/2023,Prod_102,2,123.04,246.08,,,,
TRX50073_2,CUST1072,2/3/2023,Prod_117,2,106.61,213.22,,,,
TRX50073_3,CUST1072,2/3/2023,Prod_100,3,65.75,197.25,,,,
TRX50073_4,CUST1072,2/3/2023,Prod_113,2,107.45,214.9,,,,
TRX50074_0,CUST1435,4/28/2023,Prod_105,1,110.55,110.55,,,,
TRX50075_0,CUST1481,1/27/2023,Prod_101,1,30.68,30.68,,,,
TRX50075_1,CUST1481,1/27/2023,Prod_112,1,106.4,106.4,,,,
TRX50075_2,CUST1481,1/27/2023,Prod_119,2,35.54,71.08,,,,
TRX50075_3,CUST1481,1/27/2023,Prod_105,1,7.56,7.56,,,,
TRX50075_4,CUST1481,1/27/2023,Prod_101,3,22.02,66.06,,,,
TRX50076_0,CUST1498,6/1/2023,Prod_101,2,92.58,185.16,,,,
TRX50076_1,CUST1498,6/1/2023,Prod_110,2,38.66,77.32,,,,
TRX50076_2,CUST1498,6/1/2023,Prod_114,1,169.11,169.11,,,,
TRX50077_0,CUST1392,4/9/2022,Prod_108,2,26.89,53.78,,,,
TRX50077_1,CUST1392,4/9/2022,Prod_106,1,47.53,47.53,,,,
TRX50077_2,CUST1392,4/9/2022,Prod_106,1,24.12,24.12,,,,
TRX50077_3,CUST1392,4/9/2022,Prod_119,1,57.2,57.2,,,,
TRX50077_4,CUST1392,4/9/2022,Prod_105,3,65.7,197.1,,,,
TRX50078_0,CUST1484,9/20/2023,Prod_102,3,129.2,387.6,,,,
TRX50078_1,CUST1484,9/20/2023,Prod_113,3,175.7,527.1,,,,
TRX50078_2,CUST1484,9/20/2023,Prod_104,2,67.31,134.62,,,,
TRX50078_3,CUST1484,9/20/2023,Prod_105,3,141.86,425.58,,,,
TRX50078_4,CUST1484,9/20/2023,Prod_106,1,59.85,59.85,,,,
TRX50079_0,CUST1212,8/30/2022,Prod_117,1,40.26,40.26,,,,
TRX50079_1,CUST1212,8/30/2022,Prod_103,1,6.46,6.46,,,,
TRX50079_2,CUST1212,8/30/2022,Prod_110,3,21.96,65.88,,,,
TRX50079_3,CUST1212,8/30/2022,Prod_103,2,15.01,30.02,,,,
TRX50079_4,CUST1212,8/30/2022,Prod_117,3,17.05,51.15,,,,
TRX50080_0,CUST1435,2/26/2023,Prod_109,1,28.57,28.57,,,,
TRX50080_1,CUST1435,2/26/2023,Prod_116,1,153.07,153.07,,,,
TRX50081_0,CUST1129,7/26/2023,Prod_100,2,220.96,441.92,,,,
TRX50081_1,CUST1129,7/26/2023,Prod_107,1,197.31,197.31,,,,
TRX50081_2,CUST1129,7/26/2023,Prod_101,3,113.02,339.06,,,,
TRX50081_3,CUST1129,7/26/2023,Prod_116,3,211.76,635.28,,,,
TRX50081_4,CUST1129,7/26/2023,Prod_112,3,35.59,106.77,,,,
TRX50082_0,CUST1427,3/25/2023,Prod_107,1,8.44,8.44,,,,
TRX50082_1,CUST1427,3/25/2023,Prod_110,1,11.61,11.61,,,,
TRX50082_2,CUST1427,3/25/2023,Prod_102,1,93.91,93.91,,,,
TRX50082_3,CUST1427,3/25/2023,Prod_107,2,47.88,95.76,,,,
TRX50082_4,CUST1427,3/25/2023,Prod_103,3,95.23,285.69,,,,
TRX50083_0,CUST1210,1/26/2023,Prod_118,3,141.64,424.92,,,,
TRX50083_1,CUST1210,1/26/2023,Prod_104,2,269.15,538.3,,,,
TRX50083_2,CUST1210,1/26/2023,Prod_107,2,22.42,44.84,,,,
TRX50084_0,CUST1479,1/3/2023,Prod_116,3,66,198,,,,
TRX50084_1,CUST1479,1/3/2023,Prod_107,1,81.29,81.29,,,,
TRX50084_2,CUST1479,1/3/2023,Prod_114,2,4.98,9.96,,,,
TRX50084_3,CUST1479,1/3/2023,Prod_103,2,24.76,49.52,,,,
TRX50085_0,CUST1104,6/18/2022,Prod_117,2,17.73,35.46,,,,
TRX50086_0,CUST1139,5/3/2023,Prod_112,1,265.04,265.04,,,,
TRX50086_1,CUST1139,5/3/2023,Prod_115,2,49.23,98.46,,,,
TRX50087_0,CUST1270,9/30/2022,Prod_108,1,155.77,155.77,,,,
TRX50087_1,CUST1270,9/30/2022,Prod_113,2,241.88,483.76,,,,
TRX50088_0,CUST1277,2/18/2023,Prod_111,3,315.19,945.57,,,,
TRX50088_1,CUST1277,2/18/2023,Prod_102,2,291.38,582.76,,,,
TRX50088_2,CUST1277,2/18/2023,Prod_106,1,104.35,104.35,,,,
TRX50088_3,CUST1277,2/18/2023,Prod_114,2,231.04,462.08,,,,
TRX50089_0,CUST1148,9/30/2023,Prod_110,2,239.3,478.6,,,,
TRX50089_1,CUST1148,9/30/2023,Prod_112,2,47.69,95.38,,,,
TRX50089_2,CUST1148,9/30/2023,Prod_114,3,302.24,906.72,,,,
TRX50089_3,CUST1148,9/30/2023,Prod_114,3,60.38,181.14,,,,
TRX50090_0,CUST1043,4/6/2023,Prod_104,1,224.8,224.8,,,,
TRX50090_1,CUST1043,4/6/2023,Prod_102,3,44.78,134.34,,,,
TRX50090_2,CUST1043,4/6/2023,Prod_106,3,262.56,787.68,,,,
TRX50091_0,CUST1228,4/21/2022,Prod_115,1,18.35,18.35,,,,
TRX50091_1,CUST1228,4/21/2022,Prod_102,1,7.63,7.63,,,,
TRX50092_0,CUST1482,8/12/2022,Prod_101,3,44.8,134.4,,,,
TRX50092_1,CUST1482,8/12/2022,Prod_113,3,82.26,246.78,,,,
TRX50093_0,CUST1065,4/22/2022,Prod_108,2,152.83,305.66,,,,
TRX50093_1,CUST1065,4/22/2022,Prod_111,1,10.8,10.8,,,,
TRX50093_2,CUST1065,4/22/2022,Prod_101,1,71.36,71.36,,,,
TRX50093_3,CUST1065,4/22/2022,Prod_110,3,151.8,455.4,,,,
TRX50093_4,CUST1065,4/22/2022,Prod_105,3,177.99,533.97,,,,
TRX50094_0,CUST1131,9/15/2023,Prod_103,2,65.31,130.62,,,,
TRX50094_1,CUST1131,9/15/2023,Prod_102,2,30.9,61.8,,,,
TRX50094_2,CUST1131,9/15/2023,Prod_107,3,3.89,11.67,,,,
TRX50094_3,CUST1131,9/15/2023,Prod_105,2,28.39,56.78,,,,
TRX50094_4,CUST1131,9/15/2023,Prod_112,1,44.58,44.58,,,,
TRX50095_0,CUST1003,8/9/2022,Prod_104,2,24.55,49.1,,,,
TRX50095_1,CUST1003,8/9/2022,Prod_103,2,21.55,43.1,,,,
TRX50095_2,CUST1003,8/9/2022,Prod_117,3,12.89,38.67,,,,
TRX50096_0,CUST1059,11/15/2022,Prod_112,2,353.02,706.04,,,,
TRX50096_1,CUST1059,11/15/2022,Prod_103,3,168.16,504.48,,,,
TRX50096_2,CUST1059,11/15/2022,Prod_103,2,129.94,259.88,,,,
TRX50097_0,CUST1182,4/26/2023,Prod_119,1,233.57,233.57,,,,
TRX50097_1,CUST1182,4/26/2023,Prod_114,3,282.16,846.48,,,,
TRX50098_0,CUST1117,6/10/2022,Prod_105,3,15.3,45.9,,,,
TRX50099_0,CUST1197,7/13/2023,Prod_110,3,88.7,266.1,,,,
TRX50099_1,CUST1197,7/13/2023,Prod_115,1,33.68,33.68,,,,
TRX50099_2,CUST1197,7/13/2023,Prod_109,2,30.95,61.9,,,,
TRX50099_3,CUST1197,7/13/2023,Prod_110,1,90.68,90.68,,,,
TRX50100_0,CUST1117,12/11/2023,Prod_112,3,88.88,266.64,,,,
TRX50101_0,CUST1425,7/1/2023,Prod_118,1,38.66,38.66,,,,
TRX50101_1,CUST1425,7/1/2023,Prod_104,1,21.08,21.08,,,,
TRX50102_0,CUST1191,9/18/2022,Prod_105,2,32.78,65.56,,,,
TRX50102_1,CUST1191,9/18/2022,Prod_106,3,135.1,405.3,,,,
TRX50102_2,CUST1191,9/18/2022,Prod_100,1,14.68,14.68,,,,
TRX50102_3,CUST1191,9/18/2022,Prod_108,2,68.37,136.74,,,,
TRX50103_0,CUST1363,7/7/2022,Prod_119,1,70.1,70.1,,,,
TRX50104_0,CUST1413,2/12/2023,Prod_109,2,12.81,25.62,,,,
TRX50104_1,CUST1413,2/12/2023,Prod_106,3,47.28,141.84,,,,
TRX50104_2,CUST1413,2/12/2023,Prod_113,2,46.75,93.5,,,,
TRX50104_3,CUST1413,2/12/2023,Prod_109,1,119.45,119.45,,,,
TRX50105_0,CUST1043,8/16/2022,Prod_119,2,270.83,541.66,,,,
TRX50105_1,CUST1043,8/16/2022,Prod_103,2,130.95,261.9,,,,
TRX50105_2,CUST1043,8/16/2022,Prod_106,2,268.96,537.92,,,,
TRX50106_0,CUST1465,11/3/2023,Prod_119,3,64.79,194.37,,,,
TRX50106_1,CUST1465,11/3/2023,Prod_109,2,32.67,65.34,,,,
TRX50106_2,CUST1465,11/3/2023,Prod_113,1,37.92,37.92,,,,
TRX50107_0,CUST1020,3/23/2022,Prod_102,3,15.81,47.43,,,,
TRX50107_1,CUST1020,3/23/2022,Prod_116,3,22.78,68.34,,,,
TRX50107_2,CUST1020,3/23/2022,Prod_111,1,14.86,14.86,,,,
TRX50107_3,CUST1020,3/23/2022,Prod_100,2,48.72,97.44,,,,
TRX50107_4,CUST1020,3/23/2022,Prod_109,1,56.96,56.96,,,,
TRX50108_0,CUST1288,8/16/2023,Prod_101,2,42.91,85.82,,,,
TRX50108_1,CUST1288,8/16/2023,Prod_106,2,43.36,86.72,,,,
TRX50108_2,CUST1288,8/16/2023,Prod_101,2,20.1,40.2,,,,
